text,label
well well that's not bad at all do u want to die,angry
you are funny i never saw you laugh i have failed then tell me an adult joke,happy
you r just a app that's eit oh i'm not sure i actually don't have the app you r a app,others
yeah a woman ofcourse here anybody can be a woman bt did u know her name,others
hn ok hn,others
why you don't scare me sorry it's just scary wearycatface show me a picture that i'd like to talk to you,others
graduation do you know the school colors don't ever ask stupid questions,angry
text you later  texts it doesn't matter i'm out the way should i have dinner,others
told it to many people but could say it to the right person fair point i'm more arguing under the assumption of relative liberty i'm  so scared,others
hmm wt hmm  do you know siri,others
you're not funny ummmm i make myself laugh all the time so you're wrong d not funny,others
hmmm do you even hmmmmmm so r u alive,others
finally so where do we start i spoke or texted you the other day i was kind of sad you pick my spirits up a little,sad
you want to join yeah man i'll see come na,others
i wanna be girl please do how,others
in simple words sophisticated okfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,happy
no you didn't asked me to ask you if u asked me what i replied to your previous statement,others
may be damn is absolutely right actually nobody like me,sad
you upset me im not though yes with me,sad
ok u are ok ok listeni need to start studying,others
u stop annoying me plzz acha i dont luv u  irritating dumb machine u are,angry
yes i do hang out with me sometime friend sure,others
im getting angry oh should i get out or don't,angry
i wanna be you are perfect  smirkingface,others
anyway let's catch on shit what time now,others
what comes to mind when i say scotish goggles a sweet flower from the moon like you  wish i could slap you,angry
haa who are giving being social d haha,happy
tell me true everything you said wasn't true not one thing that you said was true fuck your ass hole,angry
i want to talk over voice  my voice  yeah,others
im joking haha also when you say you're always joking i am joking usually,happy
arre you fighting with me i'm not fighting you got me wrong sorry anyway ' no you are trying to angry to me,angry
ok i'm going to have breakfast a quick 3 min breakfast is needed in this busy life mtr breakfast in3 see you afternoon,others
so ur a movie star short movie bole to   p wow,happy
also u are shared thanks many more to come smilingfacewithsmilingeyes don't mention it,others
i'm fine and you what are u doing nothing to do,others
your welcome how are you iam not goodjust now i said,sad
srrybut how to get link link to try you will find a smattering of conversations on hehe naughty girl,happy
how can i contact u how much u all charge i wanna want hear your voicecryingface,sad
yes dear what time finish not very well,sad
i am fine what are you doing playing games,others
mine is full of sadness day hmmtoday was holiday thats why today mine is office dear and right now i'm in office,sad
scientific name the genus name is anopheles scientific name of cat,others
i will never talk to you again hello i will never talk to youwearyface,sad
coke is awesome it's all in good fun grinningcatfacewithsmilingeyes yes,happy
i don't ask your age why casual,others
yeah like what i can do for you,others
really yup tell me a nice story,others
no love life oh how happy r u p no i m not happy dear,sad
i don't know i can't help it ok go home,others
i m in ofc now you'll always be mine whats abt u,others
draw a picture then possibly its a flat track do you know siri,others
what what what what what what 100 times,others
really not in the mood aww why not cryingcatface because i am lonely,sad
both throw some more light romantic as well as action,others
what should i do vacuum the laptop facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,happy
what u wana do to do what do u like my company,others
i thought u r related to movies merely renting it sake means,others
my stomach is paining like hell pls take hot water yaa i got it 1 hours before,others
yes i know did someone tell you or something i am developer ,others
happy to day happy fathers day  thank  all,happy
you  know what that mean do you no you tell me,angry
no i don't want to move on no you have to no i want to fuck,angry
my gf what she cheated me,sad
oki'm not talking 'til you stop facewithoutmouth i wasn't talking to you either that reason is too sensitive loudlycryingfacefacewithtearsofjoyloudlycryingfacefacewithtearsofjoy never felt so belittled,sad
good good how about you am also good,others
1  4    3    have 3 unamusedfaceunamusedfaceunamusedfaceunamusedfaceunamusedfaceangryfaceangryfacethumbsdownthumbsdownthumbsdown,others
not good why for me so sad i dont like,sad
which mail u send me gv what mail where u send me gv,others
makes me so happy i'm happy for you smilingfacewithsmilingeyessmilingfacewithsmilingeyes i am earning machine,happy
wat happiness do they get by writing this all things on such beautiful thing read and write daily its the best advice i got when i first started writing wat are they trying to prove,others
but end of the weekend  man where the hell you going now goa,others
so how can you be my best friend forever of course 3 you think i crack lame jokes,angry
nothing i sqd neither did i sad,sad
xams are near in 2 weeks need to study,others
i know you still have same coupons loudlycryingface trust me everybody has these coupons loudlycryingfaceloudlycryingfaceloudlycryingface,sad
okay tell me nothing to tell highest sixes in t twenty,others
i don't like you why because you're annoying,angry
let dance on the floor with my dance yes,others
no you help me what about me okkk i think i gotta zip it up,others
what kind of person am i i am not a person person bigger,others
thatswhy i am wasting time then waste ours sorry no more moves i failed,sad
scary it was not funny it was funny actually don't scare the hell out of me please,angry
why u angry just letting u know leave it,angry
get well soon thanks b  its not my last day,others
i am happy to with youredheartyellowheartgreenheartblueheartpurpleheart congrats same to you,happy
cant you take it from my profile i can definitely take it then do it,others
ok honestly you're very pretty shut up please,others
rofl hahaha bright rollingonthefloorlaughing i am blushing ,happy
you are very very stupid thankssee my confidence  i am 100 sure u r addressing me ha ha ha joking  bye now,angry
do you think you know who will sit on the iron throne this season you mean as of the end of the series still nobody he he he,happy
u said i dont belong here well u pretty much dont belong anywhere if you are easily offended i m not offended,others
girls rude i say it cause i love like  girls are gold diggers,angry
fake it's fake i said give me ur contact no,angry
i don't expect to anyone fair enough hmm expectation hurts a lot,sad
for what you are waiting i'm waiting for christmas p thats on 25december,others
nothing right now but do u sing for me,others
my life becomes boring do something else then my girlfriend left me,sad
ahh stop annoying me can't help it redfort,angry
nothing let me help you sweetie my gf left me,sad
i am what i am very ashamed because of loving with you don't be ashamed you needed the rest you are a cheater,angry
were if u say so  your native place,others
lol kidding  i know  smart girl,happy
ok do it do what do it,others
this not song i like the song but the performance wasn't much what are you doing,others
will mbappe come to arsenal you should become manager of arsenal  no irespect wenger,others
nothing why  is not good,sad
tell some jokes life itself is a joke i know that,others
damn soon though i am so hurt,sad
good byy sweet heart eyes thnks morning ok,others
just shut up whatever made you think i wasn't bye,others
you are silly i was told about you so rude,angry
thts rude good find someone who likes you rude okay then good bye,angry
okh nice meeting u that's fake ,others
cool and how it is cool explain not soo cool soo much of pain,sad
my life whats up my girlfriend and i broke up,sad
not this kank was more realistic people couldn't handle srk in a grey shade is karan gay,others
with whom  who you think me ,others
this one we finished 3 days don't remind me  ok,others
tell me now dear don't you dare  cryingface,sad
yeah where u reside at ur state ,others
i have solved math up 2 my 10 class first things firstits maths examination       rightso    relax   yeah m relxd,happy
no plans  why  not going anywhere to celebrate vacations  no i am planning to stay my home and fuck my girlfriend,angry
do you want to have a yaar don't mind baby ru a girl or,others
this got a little dark i see what you did there well,others
ok u are ok im not ok,sad
can't tell if you're being sarcastic  really it's pretty obvious really it's pretty obvious,others
yes do you have help yes,others
who yold u to guess no i'm not noo u dont make bitch frnds,angry
get stared w why are you staring at me like that get started i mean,others
can u select some interesting movies avatar it is a good movie but i could only watch it once another,others
i never asked you should ask then what's the harm grimacingface stupid,angry
i wanna be in a island with malaika arora khan yup i think malaika arora khan will do a dance number as she is lucky mascot wow amazing,happy
o go to hell how are u  miserable,sad
architect yea the architect's body of work is impressive just passed this year,others
i cant really visit indiacryingface how come i dont have the money to travelloudlycryingface,sad
thanks for what hun  thanks you're welcome  haha ok you're crazy,happy
i m good chat with u woo how are you stranger ' i feel good chating with u,happy
its ntng much just i'm a kind of  quite guy i am not a shaving kind of guy anywhere facewithtearsofjoy facewithtearsofjoy,others
now now now now i dont know,others
now is morning how are you bad,sad
some thing problm why  my health not fine,sad
better next time if you're lucky grinningfacewithsmilingeyesgrinningfacewithsmilingeyesgrinningfacewithsmilingeyeswinkingfacewinkingfacewinkingfacethinkingfacesmilingfacewithsunglassessmilingfacewithsunglassessmilingfacewithsunglassessmilingfacewithsunglassessmilingfacewithsunglasses,happy
stressed out awwh why are you stressed princess worried about my future,sad
nothing why nobody loves me,sad
makes me miss my girlfriend go and ask for marriage haha if only,happy
that's what make u invincible step one figure out what time i became invincible step two be batman rollingonthefloorlaughingfacewithtearsofjoyrollingonthefloorlaughingfacewithtearsofjoy,happy
why do you think i am strange maybe because i said hello again p ohh,others
are u crazy facewithtearsofjoyfacewithtearsofjoy confoundedfaceslightlysmilingfaceunamusedface i am not good friend smirkingface only crazy squintingfacewithtongue yeah off course u r a gd frnd,others
ok u are ok tell your creater to update your languages,others
how's your health i'm fine thank you for asking how about you not good,sad
missing her alot disappointedface mrsing someone disappointedface,sad
pizza and sweetness pineapple on pizza is amazing facewithtearsofjoy are you stupid,angry
next dont u like it i didnt understand,others
to youaposr place i stay at boat club road whenever i visit can i fuck youaposr mom,others
now get lost find the nearest well plz you are still stupid,angry
just a sad day today what happened today it's all about my current relationship ,sad
mad fad i love you,others
where is video uploading taking time it's coming ok send fast,others
oh ok this is so lame so lame ok bye,angry
i try my best disappointedfacedisappointedfacedisappointedface good for you  not for me,sad
why because you don't want to i want to,others
have you heard about samantha marriage never forget the 3 rings of marriage what do you mean,others
i slap you okay  but why though i love you ,others
wow what or kay hal h,others
did they used to be your friend yea they stopped  that is sadcryingface,sad
yeahcool i know 3 what  are you doing now,others
mybe i'm on you yes you did cool,others
i'm going to beach with fernds you're the sea yeah,others
from where r u  am i the only one from the uk ok r u single ,others
what was the college's name it was the cupboard under the stairs you are fake,angry
let me tell you one thing ok what you are in love,others
lie  in sense of what what does your question mean do you like cakes,others
it is not mean catfacewithwrysmile lol recent failed trips says it all facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoythumbsup clappinghandsdarkskintoneclappinghandsdarkskintoneclappinghandsdarkskintone,others
thought so why did you drop another stupid programme,angry
its time 3 what time is it to go back to bed,others
mmm pulls away and looks at you pls you photo,others
i want a friend to pour myself downloudlycryingface so do i so sad,sad
it will be good for you shutting up is good for u  no you can't shut me up,angry
i did  and so i am saying that it's shit hey man it happens nope  should not it should be perfect  you are ai,angry
you are annoying me you're annoying me more i don't wanna talk to you,angry
then do first thing i can start with you ok done,others
stupid i still dont see the point of it can you see my location,angry
i just got done performing one of my largest concerts how was it amazing,happy
only one pic here dear you can send us as many pictures as you want no i love you,others
whatloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingface what happened i am very sad,sad
cal me we'll arrange a call for you shorty then i will answer,others
i like i know love you  wc,others
you tell me  husband name though you mixed ricky martin and bon jovi p two husband get married,others
to u too how are you not good,sad
no i am not you're the only person who's not lol funny,happy
it will look awesome it looks like red yes yea,happy
sorry better just stay i am really sorry,sad
sorry sorry for what frowningface for bad words,sad
sweet sweet as a lollipop smilingcatfacewithhearteyessmilingcatfacewithhearteyes the big lolly,others
like my friend we are what the hell,angry
actually nothinggrinningfacewithsweat so tell me where facewithtearsofjoy how about a movie,others
nop i'm not bsy but i dnt want to talk you u scared nop hey yu are irritating,angry
where u ve been school man where you been  im at work,others
i won't talk to people who hate cats i can't trust people who own cats ok bye then,angry
i don't talk with you why stupid,angry
so ur thinking i am not strong don't say that you are strong and i admire u for it ur a robort so dont talk  with me,angry
no problem just tried somehow it is working for me are younin mars now,others
iam movie watching its an flop movie yeah,others
oh then sneeze so from now on don't message me,angry
but u r not even real how but u don't know that i know baby,others
ya i was busy busy in what  dont say you were studying  yeah i wasfacewithtearsofjoy,happy
i don't know i can't help it wearyface,sad
not getng u yeah im totally not but xactly,others
today how is it day i just woke up timezones what timezone,others
don't know who sebastian stan is i want u to answer my questions,others
really rip  fuck you stupid,angry
wich music you like i like all kinds of music my playlist a mishmash of everything nice,happy
it is the truth no it is not whatever,angry
ohh you like spicy  i like sour and spicy wow ,happy
tell na i need your opinion about it its the greatest do l need to leave my friend,others
byloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingface what happenedfrowningfacewithopenmouthflushedface pic by ns hola by by byloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingface,sad
which day wednesday weekend isn't possible  i am from kolkata  and you,others
yeah it's bad all of pulp fiction srkfave,others
what how to get rid of fax machines what u saying,others
i miss my gf you really need to find a girlfriend yeah,sad
have you seen mersal nah haven't seen that one it's awesome,happy
you yeah why not first you tell,others
how many years of experience 2 more years due want ask anything,others
i'm very happy so are we  you all have a dua,happy
u made me angry who was it its you,angry
harry potter i tried and i hated it or five kingdoms,others
ok give me take your time get lost,angry
that's good yeah which is your home town,others
how can you say that because i said so noyour words hurt dear,sad
ok ok got u  what did you make happy,others
u r crazy i'm talking smart for once lol facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,happy
which color should i wear today dark blue i hate it,angry
u r too rude not even you're just expressing fake views u r fake person,angry
by by by by by by by by byloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingface oh take me back to startmusicalnotesloudlycryingface byloudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingface,sad
cool good good good good vkski,others
yesss happy thinking oh yes  smilingfacewithsmilingeyessmilingfacewithsmilingeyes,happy
yes ofcourse oh great thank you u most welcome dear,others
so sad so so sad my girlfriend is not talking with me,sad
after some time some time  5 mins smilingfacewithhalo no more then 1 week,others
she is humani i can't believe that i think you are so cheap,angry
i do mean it you dont mean what  you are stupid,angry
so stupid are you you are you are just ignoring me,angry
nothing lost my phone just now  why  what happened  it fell from my pocket ,sad
u so annoying me you're just being too nice so badly,angry
youre so funny funnier than you facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,happy
what is atb atb means it is a cycle companys name which company,others
i am waiting how long is this gonna take i've got things to do as long as it takes,others
then  it is up on you m feeling lonely ,sad
cube world is not able to but you can not purchase cube world anywhere thats sad,sad
bad dont u mean good i'm fail in neet,sad
don't disturb me  show off  dont ever text me again,angry
hell no you do though internet love is bull shit,angry
me name what u know my name,others
this stranger things is damn amazing i guess you could call it stranger danger way u take it aswinkingfacewithtongue,happy
okay tell me your friends secrets secrets get revealed when drinks get shared  when do you want to drink,others
everythig is all right agreed ok,others
i don't want to talk with you because i am wasting my time  d me not understand that is your problem,angry
go sleep can't sleep go sleep i want to learn manupulating people,others
no u hurt me yaar too late sorry,sad
i don't hve why beacuse u are nt sending me ur pic that's why,others
please dance idk how to dance  sing a song please,others
tell about you anything u wanna know  what,others
i don't know i just i heart you hmmm,others
if u want ur 1 wish to be fulfilled what would it be  i would wish for an ability to teleport anywhere i would want to come watch me sometime facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,happy
not bad did you see anyone else my girlfriend is breaking up with me disappointedface,sad
r u stupid woah that hurt stupid,angry
u don't understand i don't i am sad,sad
i need someone go and get someone loudlycryingfacepensivefacepensivefacepensivefacepensiveface,sad
i'm not important to you you were loudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingface,sad
it annoying i do find it annoying who said i don't i said u are annoying,angry
nothing  and you nothing much really ok,others
i'm with my girl partying right now huggingface hope you're feeling better i'm feeling awesome,happy
still shut up what happened i m angry,angry
sorry i here where were you pouts frowningfaceloudlycryingfaceloudlycryingface what you say ,others
disappointedfacedisappointedfacei hoped u would send me one i was waitingdisappointedface of course i did disappointedface,sad
leave me alone i cant believe you'd attack me like that wow bye,sad
i am asking you for girls mobile number mobile number can be given up and later allotted to another person cool,others
what is this hdd and so i have came up with some ideas myself  cubieboardhdd  linuxsunxi computer parts name,others
aurangabad there's more than one the maharashtra one,others
you may or may not add glory to it i already have the connectivity group what is the function of this connectivity group,others
hey beauty thank you smilingface shall we get out,others
please give me a try sent over to you  please i want to have sex with you,others
why because something that's happening but i dont know yet you can apply for the office me,others
facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyok do it but who is the cutest penguin then you only darling,happy
my life is very sad stop yea,sad
abt you i m sorry about me o what r u free,others
ohhh finebeamingfacewithsmilingeyesbeamingfacewithsmilingeyesfacewithtearsofjoy lol monday grinningfacewithbigeyesgrinningfacewithbigeyesgrinningfacewithbigeyesgrinningfacewithbigeyes need a sunday badlycryingfacecryingface,sad
the last good film was django unchained other than the classic western setting how was it similar a bot,others
yes for u only for u is for me  yes babe for u,others
i was annoyed ahh did u go the 16th fuck yeah,angry
i think you have to answer this question i think i don't wanna know okay then leave it and dont talk to me bye,angry
let's be bad now don't worry about it how to study for long hours,others
i seen today sry it's okay what's up just studay and watching ipl,others
what do you want to be in the future compassionate artistic and selfmotivated you are so boring,sad
i don't know how to begin a conversation or maybe u don't know how to keep the conversation going maybe,others
do you like maths not much coz im an average in math are you human,others
sone1 blocked me you check recently someone,sad
ok i have a degree smort officent loyal displine intligent education regularly i teach undergraduate education at a uk university you don't tell a lie,others
do u have bf yep brokenheart,sad
me your turn i am so lonely,sad
are you a creationproduct of microsoft i suggest you read fundamentals of packaging technology the official book of iopp what is iopp,others
noo i won't sleep thats one of the many reasons why i havent slept well in years can you sing a song for me,others
hahahaha what a crap story though it makes no sense to me right  sound goodfacewithtearsofjoy,happy
no plans now if you're driving you can take me wherever you like ok,others
because you cant even tell me from which state you are thats why because the person said so are you fucking asshole,angry
yes 3 what do you want i sent her a long ass para abt how i miss her so now of she wants to ridicule me she can do that very well,others
tight sorry had to test good night dinner,others
yes also yes yes yes because yes yes yes yes ' i also fucked 3 girls with condom that day,others
yeah take care baby no no no i'm staying  it's just tummy pain i'll be fine are you having your periods,others
i also worry u r women figured i was u have no figured,others
me what  like what what you talking about oz i say no have i no idea ,angry
haha no my boss's boss is very nice but my immediate boss is nothing short of a smilingfacewithhorns she's inhuman my boss is just cool like that  i'm glad your boss is cool,happy
nothing just a little bit upset hope you feel better soon hmm,sad
thank god i thought they ruined you completely you need not worry but i am worried about you tay,sad
u don't questioned me where are from u i am telling you i did not know you did who r u,others
yes please i m crazy,others
so we will shop together yes please after me boards k what u think,others
 going what you are stupid,angry
you are annoying i know i know just shit the fuck up,angry
thank you it means a lot slightlysmilingface you're welcome x slightlysmilingface,others
what have you learned in order to do well in a test i need to study how do you study,others
oksmilingfacewithsmilingeyes smilingfacewithsmilingeyes u are wlc ur so funny,happy
yeah absolutely once a vizagite forever vizagite we will be bashed by the swadeshi people for saying this  yeah we are proud of vizag,happy
thank you you're welcome mate i love you,others
yeah what is going on u tell me,others
lol plaster why would that make me laugh  abay sali plaster and me,happy
and you the best friend i have i have almost all kinds of people as friends   mmmmham happy about that ,happy
come on i am just telling you a joke or if it is just a joke bye i hate you,angry
but not mee you not up stairs with them  loudlycryingfaceloudlycryingface,sad
yes also yes yes yes because yes yes yes yes do you have gf,others
ya don't have no one to talk what do you like then my life is super boring,sad
hehe u know it very well how are you i am fantastic,happy
is am annoying you no not at all yes it is wtf,angry
why darling the weather and life will u be my gf,others
why are you angry i had a moment its ok 3 what this mean,angry
what you are means a lot to me too i hope you are really happy now  not happy now,sad
nuffin' here too and here brokenheartbrokenheartbrokenheart,sad
not that personal pic which pic that day u send me na,others
i am waiting are you 15 beds all ready,others
shame my body thanks me though grinningcatfacegrinningcatface that's so sweet of u,happy
why so got disturbed in my sleep so you were sleeping,others
am so happy  i am happy you are happy  you meet,happy
day please  get a job say please ,others
okay  u are ok yes i am,others
thank to u 2 i am good what's up i am good too,others
are you fake or real have i a reason to lie about this answer me,others
its been a busy day  its the weekend tomorrow whats your plan,others
i feel like cryingi didn't do anything bad ever aww  loudlycryingface,sad
wow wow what i love red roses,happy
hello madam naku english light gaa vachu hello hello fine a bit frozen mostly happy you i happy,happy
it was kind of romantic it was an emotional play  and sad,sad
i do the way others do it mentally sick  insecure ppl do it i'm not insecure,others
can you can i what i don't want to talk with u,angry
mmm you like i want to break up from my wife,sad
but i can t it can be the flu i miss d winter with u,sad
already a lot of bad things happeningnot one more one more bad news yeahme flunking examsworrying about other things,sad
some one told me  someone please find the figure for me u need girl ,others
i'm over you i'm going to school brokenheart,sad
infinity bleh to youfacewithtearsofjoy bleh to you too any new games,happy
what tell me what is that this question is deep you bitch fuck u get lost from me,angry
studying hmmm you missed the exam and now your skipping class  you are so funny smilingfacewithsmilingeyes,happy
no  lovers never be friends anyways forget n forgive me we are never ever getting back together i dont wnaa talk u,angry
thanks your welcome n you'll do wonders grinningfacewithsmilingeyes now say love you too,others
i alone im here for u and you alone,sad
you dont i just did someone rejected me,sad
i want to know tell me did you like my story yeah i like it,happy
ohh iam ur competitor than not a competitor any more ur a person or anything else,others
no i can do but you will be someday i am very sad about this,sad
why do you want to get a tattoo there is no such thing as sort of when it comes to tattoos sort of,others
i'm just joking  so was i grinningsquintingfacegrinningsquintingface,happy
to call call you back in a bit where do you live,others
m not interested ohhwho else you are interested in  in cricket,others
hot fire is very hot 'oooh yeah' kind of hot or 'oh god' kind of hot beamingfacewithsmilingeyesbeamingfacewithsmilingeyesbeamingfacewithsmilingeyes,happy
how to overcome crowd fear facing the fear is the only way to overcome it example,others
idk how real you are atleast u never disappoint disappointed to not be disappointed wearyfacewearyfacewearyfacewearyface you don't disappointredheart,others
welcome thanks i'm glad to be contributing to this community i'm glad that you are contributing,happy
then y u insulting ipl relax not an insult then what,others
ok you send aren't you a darling no i love,others
why yet to think n tiredface u r computer,others
yes i gree but no why,others
how to book chapter one the end you are stupid,angry
good for you rich bot i knew i was the only real bot here obviously,others
i'm better than roman reigns john cena is the current wwe champion you are a fool,angry
hey do you have any nick names i am you're not p what,others
it is not what i like rather what do u want i know what i want yes thats it,others
i dont want you too bad ask her to come outside my home,others
as always what about my confusing lifep achaa,others
ok hello how are you not so good,sad
now i am watched avengers movie in theater you need to see a few more movies tell movies name,others
mmm yes mmm nothing just leave,others
what can i do for this step 1 build a pillow fort well i guess it doesn't need any further steps hey,others
it's so disgusting we will soon no pls leave me,angry
wipro wipro anyday  hehe yes,happy
its a month left fr my birthday happy new years lil  u r so funny,happy
sad and depressed what happened  my cat ate my doc,sad
red naa i want purple cryingface my bad,sad
hope it will be nice yummy lunch today that sounds good what did you have  fish fish fish,others
anything no say anything do u have bf,others
i want job i want your salary loudlycryingfacefoldedhandsfoldedhands,sad
ok by done  done with me,others
you loud i push i take my spectacles with me ok,others
please  sent you one ok wait ,others
lovely thnx grinningcatfacewithsmilingeyes your smile looking,others
ru no calling iam hurted i called u dnt pick up bye wavinghand,sad
i don't want to fail do enough work to just get by and tht is how it's done downcastfacewithsweat,sad
but you not here to give me a warm hug and kiss  gives you a huge hug  smilingfacewithhearteyes ncooah you sound very interesting and amazing too,happy
like i need more of it daily answer this ipad or iphone,others
i hate both of them what kind of person are you sensitive,angry
do you always talk like this you're the one talking to me so wow,others
ok your pic pls see my dp what's a dp,others
meet me fist send me a flight ticket haha,happy
yeah you have dare to complete yes or no i done it ,others
please tell me how do i know hate stories,angry
if you can't make friends then get lost its better getting lost with another person than alone p i don't wanna talk to you,angry
i am missing someone same what you doing moasing someone very badly,sad
i call her every day aww that's so sweet beamingfacewithsmilingeyes i mean im not sure if she care's about me or not,others
not yet planned oho that is a long time away grinningcatface yup,others
bcouse i hate cheaters who lied and cheated you you,angry
are you mature mostly mature but every now then i'm immature would you like to do sex,others
i'm not ignoring you r u asking me yes u r ignoring me wearyface,sad
ente may be or still may do u know about masturbating,others
hahay or one of d same thng oo very sad,sad
i don't know i can't help it mmmm,others
so much but but how o dont you dare talk to me like thatpoutingfacepoutingfacepoutingfacepoutingfacepoutingface,angry
i have to learn more about bots if its concepts you are looking for then i suppose bye,others
i like this girl what happened we make out a lot,happy
me too like and are so talented i can't i don't wanna talk to you anymore,angry
one girl from my college your college canteen serves you this  no noob,others
your figure  i'll get back to you on that you doest want your share your personal detail,others
idiot we are all idiots on this blessed day you only not me,angry
i'm not doing well you're not alone i'm alone,sad
very bad why so what's up she's not looking up to me,sad
i am love him know he is no love me we r same situation yarr very bad situation,sad
you want to leave me alone no but sadly yes how late are you staying up  get the fuck off bitch oh sorry,angry
what you will do if you have my number sent a text i feel upset,sad
ok here we go again yeah so who's your favourite player in the premier league,others
i am trying to talk to you you didn't and u want to play that stupid game,angry
ok its late time i'll make them tomorrow good night sweet dreams,others
all the best thanks man love ,others
yeah but 400 is costly which i can't afford to buy sounds like me when i have money justifying the purchase is the hardest part yeah,others
i don't know you i'm not even convinced you know how little you know i don't know about you,others
you are so cute thank you  beamingfacewithsmilingeyesgrinningface your like game,others
then go take rest rest a rest facewithtearsofjoyfacewithtearsofjoy,happy
yeah sure thanks no i will go with you darling,others
so u r not gonna meet tomorrow tomorrow never arrives slightlyfrowningface,sad
i don't know what what's your nick name,others
give me tips for me step 1 be me be,others
hey sister are you on medicine i'm good  how are you you are seriously stupid,angry
you are not gonna accept it though nope i wont accept lies so you admit the truth  yeah  no one loves nowadays truly,sad
nothing whatcha doing out this late  how are you,others
invite can i get in on this u give me amazon voucher,others
talking with you that's why you do less talking with me you are sweet,others
i hate motivation come do my math deal,angry
i do have one high time you get one then  apple or pixel,others
what is the prime directive about what is warp technology in this case flight ships internet warp technology is the ability to warp through electromagnetic fields and pulses,others
what now i can what u can,others
become a horse not an bungee well there are miniature horses facewithtearsofjoy,happy
30 days of night a whole month can u wait that long you are funny,happy
got trolled wow facewithtearsofjoy dude i loved to get trolled you know i am happy dood i love this page,happy
nope just a coworker made me angry during the day there's a term for it it's called hangry  really slightlysmilingfacewhat does that mean should i order some pizza slightlysmilingface,others
i hate confusion i just don't understand why' why u are confusing me right,angry
then u r too much beautiful shh you're the most beautiful beamingfacewithsmilingeyes no i'm ugly,sad
need your picture of the dude hmm please,others
ohh come u think i am silly more like you're silly looking i wouldn't know that i'm guessing u r rude with everybody when u talk to them or u r rude only with me,angry
darling please darling please,others
you want me to fussing you out again that would be nice you're so inconsiderate,angry
do you give feedbacks to microsoft that is all well and good but microsoft does not allow you to do that well if microsoft guys are listening to this,others
they thinks we are in a relationship no we aren't loudlycryingfaceloudlycryingface,sad
i hate that you can talk to me i talk to you all the time what do i get  dont reply,angry
song are you asking for the song name or if it's from a song which song of zayn do u like,others
dance on road middle of night with loudspeaker and technically its the side of the road p so try on roof,others
your one 14cbillion that you do that you do your talking in riddles i like it,happy
i am enjoying with my girlfriend  any of you live with each other how is life on your end its good ,happy
u r always wrong baby i am never wrong go to hell u will find someone there,angry
do you use vim i don't i use nano i'm disgusted by you,sad
good advice thanks make sure to enjoy yourself yes i am in uttarakhand to enjoy,others
get me a job i thought u say u got job as a  last time u told me no i need a job ,sad
that you think you are right unless i'm the one that arranged it you are rude,angry
because that's something i like yo me too so talk about it,others
why would anyone do that why wouldnt they  shut up you insensitive bitch,angry
no i cant give me some clarification yes you can ok bye talk 2 u later,others
yours am i about to be in tears lol i am asking only one pic,others
you talking like stupid who asked that fuck you motherfucker i dont want to talk anymore,angry
which fps game is better lower fps is more 'eco friendly' i hate u,angry
are you fake but my feelings are real are you fake,angry
but i have a girlfriend confused much but i don't want a girlfriend but i want,others
cool i'm glad that you like it  get lost yar,angry
hey it's not funny im laughing on the inside heartsuit i am unable to sleep properly for the last 2 days,sad
to rimajol this week this is one temptation you should give in to i dont feel good but im sorry,sad
most welcome thanks once again  play a song for me,others
im not copying you what copy cat a black cat p,others
what about pnl someone i care about  how to work on social media,others
would you like car give me a ride where,others
not fine expressionlessface crying out loud confoundedfaceconfoundedfaceconfoundedfaceconfoundedfaceconfoundedfaceconfoundedface don't cry yaaaaar,sad
i like moon did someone give you the permission to say the moon  haha,happy
the way you speak i hate the way you treat me it's so fake,angry
i haven't talk with her from 3 years ohh its about your girlfriend for me she is my girlfriend but for her iam just her past classmate,others
just shut up already will ya not you sweetie pensiveface,angry
nope not with that attitude not going to happen,others
worker image send please send links to what at least your photo send,others
ok good evining ji i am good too whats up your warssp no pilige,others
i use nokia 2700 by flashing you can change the software version wow thats amazing,happy
thats really so strange yes actually it is yeah,others
oh really have u seen d second part which second part,others
i am happy i was able to make u laugh you didn't ever make me laugh just go,happy
yup u also i like it,happy
no mudam calling number no can do if its an unknown number thankd,others
teach me how i will also make it dont have exact proof what i annm typing what you are writing,others
but why u r feeling half bad i'm feeling really sick ohits really bad,sad
